sequence,label,adapted_token
(()(()(())())((()((()))(((((,0,"LM|len=28|trace=1,2,1,2,3,2,3,4,3,2,3,2,1,2,3,4,3,4,5,6,5,4,3,4,5,6,7,8|sum=8|min=0|max=8"
()()()()(()),1,"LM|len=12|trace=1,0,1,0,1,0,1,0,1,2,1,0|sum=0|min=0|max=2"
()(())())()((((((),0,"LM|len=18|trace=1,0,1,2,1,0,1,0,-1,0,-1,0,1,2,3,4,5,4|sum=4|min=-1|max=5"
())()(((()())(((((,0,"LM|len=18|trace=1,0,-1,0,-1,0,1,2,3,2,3,2,1,2,3,4,5,6|sum=6|min=-1|max=6"
(((((((((((()(()()()()()(),1,"LM|len=26|trace=1,2,3,4,5,6,7,8,9,10,11,12,11,12,13,12,13,12,13,12,13,12,13,12,13,12|sum=12|min=0|max=13"
)))(())))()()((((()(())()(())((,0,"LM|len=31|trace=-1,-2,-3,-2,-1,-2,-3,-4,-5,-4,-5,-4,-5,-4,-3,-2,-1,0,-1,0,1,0,-1,0,-1,0,1,0,-1,0,1|sum=1|min=-5|max=1"
((((()(()()())())()((),1,"LM|len=22|trace=1,2,3,4,5,4,5,6,5,6,5,6,5,4,5,4,3,4,3,4,5,4|sum=4|min=0|max=6"
(()(()((()())(,0,"LM|len=14|trace=1,2,1,2,3,2,3,4,5,4,5,4,3,4|sum=4|min=0|max=5"
(()())()()((()))((()()))(())(),1,"LM|len=30|trace=1,2,1,2,1,0,1,0,1,0,1,2,3,2,1,0,1,2,3,2,3,2,1,0,1,2,1,0,1,0|sum=0|min=0|max=3"
())())(()),0,"LM|len=10|trace=1,0,-1,0,-1,-2,-1,0,-1,-2|sum=-2|min=-2|max=1"
)()))())()((())((())(),0,"LM|len=22|trace=-1,0,-1,-2,-3,-2,-3,-4,-3,-4,-3,-2,-1,-2,-3,-2,-1,0,-1,-2,-1,-2|sum=-2|min=-4|max=0"
()(((()))()()()())((,1,"LM|len=20|trace=1,0,1,2,3,4,3,2,1,2,1,2,1,2,1,2,1,0,1,2|sum=2|min=0|max=4"
))(((())))))))((,0,"LM|len=16|trace=-1,-2,-1,0,1,2,1,0,-1,-2,-3,-4,-5,-6,-5,-4|sum=-4|min=-6|max=2"
))()(())()()))((())(((())),0,"LM|len=26|trace=-1,-2,-1,-2,-1,0,-1,-2,-1,-2,-1,-2,-3,-4,-3,-2,-1,-2,-3,-2,-1,0,1,0,-1,-2|sum=-2|min=-4|max=1"
()()()()(())()(())(),1,"LM|len=20|trace=1,0,1,0,1,0,1,0,1,2,1,0,1,0,1,2,1,0,1,0|sum=0|min=0|max=2"
()()()((())(()())(,1,"LM|len=18|trace=1,0,1,0,1,0,1,2,3,2,1,2,3,2,3,2,1,2|sum=2|min=0|max=3"
(())))(()(()))))()())()),0,"LM|len=24|trace=1,2,1,0,-1,-2,-1,0,-1,0,1,0,-1,-2,-3,-4,-3,-4,-3,-4,-5,-4,-5,-6|sum=-6|min=-6|max=2"
(())))))()((((())),0,"LM|len=18|trace=1,2,1,0,-1,-2,-3,-4,-3,-4,-3,-2,-1,0,1,0,-1,-2|sum=-2|min=-4|max=2"
)((())()(())))((),0,"LM|len=17|trace=-1,0,1,2,1,0,1,0,1,2,1,0,-1,-2,-1,0,-1|sum=-1|min=-2|max=2"
)(()()())),0,"LM|len=10|trace=-1,0,1,0,1,0,1,0,-1,-2|sum=-2|min=-2|max=1"
()()(())(())()()()()()()()(),1,"LM|len=28|trace=1,0,1,0,1,2,1,0,1,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0|sum=0|min=0|max=2"
(())((()))(((()),1,"LM|len=16|trace=1,2,1,0,1,2,3,2,1,0,1,2,3,4,3,2|sum=2|min=0|max=4"
)((())()))))(()))((()()))()),0,"LM|len=28|trace=-1,0,1,2,1,0,1,0,-1,-2,-3,-4,-3,-2,-3,-4,-5,-4,-3,-2,-3,-2,-3,-4,-5,-4,-5,-6|sum=-6|min=-6|max=2"
()((())(())(((,1,"LM|len=14|trace=1,0,1,2,3,2,1,2,3,2,1,2,3,4|sum=4|min=0|max=4"
()()()()()(((()()),1,"LM|len=18|trace=1,0,1,0,1,0,1,0,1,0,1,2,3,4,3,4,3,2|sum=2|min=0|max=4"
(())(((()))((()(,1,"LM|len=16|trace=1,2,1,0,1,2,3,4,3,2,1,2,3,4,3,4|sum=4|min=0|max=4"
((()))()(()(())((((()())((,0,"LM|len=26|trace=1,2,3,2,1,0,1,0,1,2,1,2,3,2,1,2,3,4,5,6,5,6,5,4,5,6|sum=6|min=0|max=6"
((()))((()(()))((),1,"LM|len=18|trace=1,2,3,2,1,0,1,2,3,2,3,4,3,2,1,2,3,2|sum=2|min=0|max=4"
()((((())(,1,"LM|len=10|trace=1,0,1,2,3,4,5,4,3,4|sum=4|min=0|max=5"
)())(())(((())))()))(()))(((,0,"LM|len=28|trace=-1,0,-1,-2,-1,0,-1,-2,-1,0,1,2,1,0,-1,-2,-1,-2,-3,-4,-3,-2,-3,-4,-5,-4,-3,-2|sum=-2|min=-5|max=2"
())))()()(()((()))((),0,"LM|len=21|trace=1,0,-1,-2,-3,-2,-3,-2,-3,-2,-1,-2,-1,0,1,0,-1,-2,-1,0,-1|sum=-1|min=-3|max=1"
(())(())()()()(()()(,1,"LM|len=20|trace=1,2,1,0,1,2,1,0,1,0,1,0,1,0,1,2,1,2,1,2|sum=2|min=0|max=2"
(()()((((((())()())()(,1,"LM|len=22|trace=1,2,1,2,1,2,3,4,5,6,7,8,7,6,7,6,7,6,5,6,5,6|sum=6|min=0|max=8"
(())((((()(()))))(,1,"LM|len=18|trace=1,2,1,0,1,2,3,4,5,4,5,6,5,4,3,2,1,2|sum=2|min=0|max=6"
(())()(()(()(())))()(())()(),1,"LM|len=28|trace=1,2,1,0,1,0,1,2,1,2,3,2,3,4,3,2,1,0,1,0,1,2,1,0,1,0,1,0|sum=0|min=0|max=4"
(()())(()(()()()(()(,1,"LM|len=20|trace=1,2,1,2,1,0,1,2,1,2,3,2,3,2,3,2,3,4,3,4|sum=4|min=0|max=4"
(()()(())()((())()()((,0,"LM|len=22|trace=1,2,1,2,1,2,3,2,1,2,1,2,3,4,3,2,3,2,3,2,3,4|sum=4|min=0|max=4"
)((()())()),0,"LM|len=11|trace=-1,0,1,2,1,2,1,0,1,0,-1|sum=-1|min=-1|max=2"
))()(()((()((((((),0,"LM|len=18|trace=-1,-2,-1,-2,-1,0,-1,0,1,2,1,2,3,4,5,6,7,6|sum=6|min=-2|max=7"
(()((()())()()())),1,"LM|len=18|trace=1,2,1,2,3,4,3,4,3,2,3,2,3,2,3,2,1,0|sum=0|min=0|max=4"
(((()(())(()))))()()((,0,"LM|len=22|trace=1,2,3,4,3,4,5,4,3,4,5,4,3,2,1,0,1,0,1,0,1,2|sum=2|min=0|max=5"
()(())(()())()()()(((((((((),1,"LM|len=28|trace=1,0,1,2,1,0,1,2,1,2,1,0,1,0,1,0,1,0,1,2,3,4,5,6,7,8,9,8|sum=8|min=0|max=9"
()(()())(())()(((())()()((,1,"LM|len=26|trace=1,0,1,2,1,2,1,0,1,2,1,0,1,0,1,2,3,4,3,2,3,2,3,2,3,4|sum=4|min=0|max=4"
(()((()(((())())(((((()),1,"LM|len=24|trace=1,2,1,2,3,4,3,4,5,6,7,6,5,6,5,4,5,6,7,8,9,10,9,8|sum=8|min=0|max=10"
(()(()))(),1,"LM|len=10|trace=1,2,1,2,3,2,1,0,1,0|sum=0|min=0|max=3"
)(())()))))()(,0,"LM|len=14|trace=-1,0,1,0,-1,0,-1,-2,-3,-4,-5,-4,-5,-4|sum=-4|min=-5|max=1"
((()(())))())())())((()))(,0,"LM|len=26|trace=1,2,3,2,3,4,3,2,1,0,1,0,-1,0,-1,-2,-1,-2,-3,-2,-1,0,-1,-2,-3,-2|sum=-2|min=-3|max=4"
()(()()(()((()(((()),1,"LM|len=20|trace=1,0,1,2,1,2,1,2,3,2,3,4,5,4,5,6,7,8,7,6|sum=6|min=0|max=8"
((()()()))((((())))())()(())((,1,"LM|len=30|trace=1,2,3,2,3,2,3,2,1,0,1,2,3,4,5,4,3,2,1,2,1,0,1,0,1,2,1,0,1,2|sum=2|min=0|max=5"
)((())))(),0,"LM|len=10|trace=-1,0,1,2,1,0,-1,-2,-1,-2|sum=-2|min=-2|max=2"
(((((()(())(((())(,1,"LM|len=18|trace=1,2,3,4,5,6,5,6,7,6,5,6,7,8,9,8,7,8|sum=8|min=0|max=9"
(()()())()()(),1,"LM|len=14|trace=1,2,1,2,1,2,1,0,1,0,1,0,1,0|sum=0|min=0|max=2"
()((()()()))()(()())((,1,"LM|len=22|trace=1,0,1,2,3,2,3,2,3,2,1,0,1,0,1,2,1,2,1,0,1,2|sum=2|min=0|max=3"
))()(()(()(())()(()(((,0,"LM|len=22|trace=-1,-2,-1,-2,-1,0,-1,0,1,0,1,2,1,0,1,0,1,2,1,2,3,4|sum=4|min=-2|max=4"
(()())())()((())(,0,"LM|len=17|trace=1,2,1,2,1,0,1,0,-1,0,-1,0,1,2,1,0,1|sum=1|min=-1|max=2"
)))))))(()(()()))(((()(),0,"LM|len=24|trace=-1,-2,-3,-4,-5,-6,-7,-6,-5,-6,-5,-4,-5,-4,-5,-6,-7,-6,-5,-4,-3,-4,-3,-4|sum=-4|min=-7|max=0"
()(()())()(()(()))()(())()()((,1,"LM|len=30|trace=1,0,1,2,1,2,1,0,1,0,1,2,1,2,3,2,1,0,1,0,1,2,1,0,1,0,1,0,1,2|sum=2|min=0|max=3"
((()))()()()(())()(()()(((()(),1,"LM|len=30|trace=1,2,3,2,1,0,1,0,1,0,1,0,1,2,1,0,1,0,1,2,1,2,1,2,3,4,5,4,5,4|sum=4|min=0|max=5"
()()())))))(((()())()),0,"LM|len=22|trace=1,0,1,0,1,0,-1,-2,-3,-4,-5,-4,-3,-2,-1,-2,-1,-2,-3,-2,-3,-4|sum=-4|min=-5|max=1"
()()((()()))((((,1,"LM|len=16|trace=1,0,1,0,1,2,3,2,3,2,1,0,1,2,3,4|sum=4|min=0|max=4"
()())()(((((,0,"LM|len=12|trace=1,0,1,0,-1,0,-1,0,1,2,3,4|sum=4|min=-1|max=4"
(()(())(()()))()()(()(())),1,"LM|len=26|trace=1,2,1,2,3,2,1,2,3,2,3,2,1,0,1,0,1,0,1,2,1,2,3,2,1,0|sum=0|min=0|max=3"
))()))()))()(()))))(()((,0,"LM|len=24|trace=-1,-2,-1,-2,-3,-4,-3,-4,-5,-6,-5,-6,-5,-4,-5,-6,-7,-8,-9,-8,-7,-8,-7,-6|sum=-6|min=-9|max=0"
)()(())))((()()()),0,"LM|len=18|trace=-1,0,-1,0,1,0,-1,-2,-3,-2,-1,0,-1,0,-1,0,-1,-2|sum=-2|min=-3|max=1"
(()((()())()))(((((()((())())),0,"LM|len=30|trace=1,2,1,2,3,4,3,4,3,2,3,2,1,0,1,2,3,4,5,6,5,6,7,8,7,6,7,6,5,4|sum=4|min=0|max=8"
()(())((()((()()))))(()())()((,1,"LM|len=30|trace=1,0,1,2,1,0,1,2,3,2,3,4,5,4,5,4,3,2,1,0,1,2,1,2,1,0,1,0,1,2|sum=2|min=0|max=5"
)(((()))()(((),0,"LM|len=14|trace=-1,0,1,2,3,2,1,0,1,0,1,2,3,2|sum=2|min=-1|max=3"
()()()()(()((()),1,"LM|len=16|trace=1,0,1,0,1,0,1,0,1,2,1,2,3,4,3,2|sum=2|min=0|max=4"
)))(()())()))()(()))((((()()((),0,"LM|len=31|trace=-1,-2,-3,-2,-1,-2,-1,-2,-3,-2,-3,-4,-5,-4,-5,-4,-3,-4,-5,-6,-5,-4,-3,-2,-1,-2,-1,-2,-1,0,-1|sum=-1|min=-6|max=0"
()()(()()(((())()))(,1,"LM|len=20|trace=1,0,1,0,1,2,1,2,1,2,3,4,5,4,3,4,3,2,1,2|sum=2|min=0|max=5"
()((((()))(()),1,"LM|len=14|trace=1,0,1,2,3,4,5,4,3,2,3,4,3,2|sum=2|min=0|max=5"
())()(())(())()(()))))(),0,"LM|len=24|trace=1,0,-1,0,-1,0,1,0,-1,0,1,0,-1,0,-1,0,1,0,-1,-2,-3,-4,-3,-4|sum=-4|min=-4|max=1"
()((()))()()()(())((,1,"LM|len=20|trace=1,0,1,2,3,2,1,0,1,0,1,0,1,0,1,2,1,0,1,2|sum=2|min=0|max=3"
()(((())()((,1,"LM|len=12|trace=1,0,1,2,3,4,3,2,3,2,3,4|sum=4|min=0|max=4"
))(()(((((()))()))()((,0,"LM|len=22|trace=-1,-2,-1,0,-1,0,1,2,3,4,5,4,3,2,3,2,1,0,1,0,1,2|sum=2|min=-2|max=5"
(()()())(())(((()((())))((,1,"LM|len=26|trace=1,2,1,2,1,2,1,0,1,2,1,0,1,2,3,4,3,4,5,6,5,4,3,2,3,4|sum=4|min=0|max=6"
()(())()(((())()()((,1,"LM|len=20|trace=1,0,1,2,1,0,1,0,1,2,3,4,3,2,3,2,3,2,3,4|sum=4|min=0|max=4"
)()((()()())()()))))()))(),0,"LM|len=26|trace=-1,0,-1,0,1,2,1,2,1,2,1,0,1,0,1,0,-1,-2,-3,-4,-3,-4,-5,-6,-5,-6|sum=-6|min=-6|max=2"
()(())((((()()()()((())()))),1,"LM|len=28|trace=1,0,1,2,1,0,1,2,3,4,5,4,5,4,5,4,5,4,5,6,7,6,5,6,5,4,3,2|sum=2|min=0|max=7"
((((()))))()))(((()(,0,"LM|len=20|trace=1,2,3,4,5,4,3,2,1,0,1,0,-1,-2,-1,0,1,2,1,2|sum=2|min=-2|max=5"
(()()(())(,0,"LM|len=10|trace=1,2,1,2,1,2,3,2,1,2|sum=2|min=0|max=3"
(())(((()(())((),1,"LM|len=16|trace=1,2,1,0,1,2,3,4,3,4,5,4,3,4,5,4|sum=4|min=0|max=5"
())(()(())(()(()()))(((),0,"LM|len=24|trace=1,0,-1,0,1,0,1,2,1,0,1,2,1,2,3,2,3,2,1,0,1,2,3,2|sum=2|min=-1|max=3"
()()()()(((()(())()(,1,"LM|len=20|trace=1,0,1,0,1,0,1,0,1,2,3,4,3,4,5,4,3,4,3,4|sum=4|min=0|max=5"
))((((())))())(())(())))))((,0,"LM|len=28|trace=-1,-2,-1,0,1,2,3,2,1,0,-1,0,-1,-2,-1,0,-1,-2,-1,0,-1,-2,-3,-4,-5,-6,-5,-4|sum=-4|min=-6|max=3"
)())())((())((((()))()((,0,"LM|len=24|trace=-1,0,-1,-2,-1,-2,-3,-2,-1,0,-1,-2,-1,0,1,2,3,2,1,0,1,0,1,2|sum=2|min=-3|max=3"
((()()))(),1,"LM|len=10|trace=1,2,3,2,3,2,1,0,1,0|sum=0|min=0|max=3"
((((()))()(((()))()(((,1,"LM|len=22|trace=1,2,3,4,5,4,3,2,3,2,3,4,5,6,5,4,3,4,3,4,5,6|sum=6|min=0|max=6"
))()())())))))()((()())()((()(,0,"LM|len=30|trace=-1,-2,-1,-2,-1,-2,-3,-2,-3,-4,-5,-6,-7,-8,-7,-8,-7,-6,-5,-6,-5,-6,-7,-6,-7,-6,-5,-4,-5,-4|sum=-4|min=-8|max=0"
()))(())(((,0,"LM|len=11|trace=1,0,-1,-2,-1,0,-1,-2,-1,0,1|sum=1|min=-2|max=1"
()()((()))(()),1,"LM|len=14|trace=1,0,1,0,1,2,3,2,1,0,1,2,1,0|sum=0|min=0|max=3"
))()()())))((())())()())(()()),0,"LM|len=30|trace=-1,-2,-1,-2,-1,-2,-1,-2,-3,-4,-5,-4,-3,-2,-3,-4,-3,-4,-5,-4,-5,-4,-5,-6,-5,-4,-5,-4,-5,-6|sum=-6|min=-6|max=0"
((((()())((()),1,"LM|len=14|trace=1,2,3,4,5,4,5,4,3,4,5,6,5,4|sum=4|min=0|max=6"
())))))()())))))()(()()(,0,"LM|len=24|trace=1,0,-1,-2,-3,-4,-5,-4,-5,-4,-5,-6,-7,-8,-9,-10,-9,-10,-9,-8,-9,-8,-9,-8|sum=-8|min=-10|max=1"
))))(()((()()((()(((()((())),0,"LM|len=28|trace=-1,-2,-3,-4,-3,-2,-3,-2,-1,0,-1,0,-1,0,1,2,1,2,3,4,5,4,5,6,7,6,5,4|sum=4|min=-4|max=7"
))()((((((,0,"LM|len=10|trace=-1,-2,-1,-2,-1,0,1,2,3,4|sum=4|min=-2|max=4"
((((())()((),1,"LM|len=12|trace=1,2,3,4,5,4,3,4,3,4,5,4|sum=4|min=0|max=5"
()()()(()())((((())())))(),1,"LM|len=26|trace=1,0,1,0,1,0,1,2,1,2,1,0,1,2,3,4,5,4,3,4,3,2,1,0,1,0|sum=0|min=0|max=5"
(())(())()()()(()())(()(,1,"LM|len=24|trace=1,2,1,0,1,2,1,0,1,0,1,0,1,0,1,2,1,2,1,0,1,2,1,2|sum=2|min=0|max=2"
)))))(()(()(((((((()(())(()(,0,"LM|len=28|trace=-1,-2,-3,-4,-5,-4,-3,-4,-3,-2,-3,-2,-1,0,1,2,3,4,5,4,5,6,5,4,5,6,5,6|sum=6|min=-5|max=6"
))(()((())))()(),0,"LM|len=16|trace=-1,-2,-1,0,-1,0,1,2,1,0,-1,-2,-1,-2,-1,-2|sum=-2|min=-2|max=2"
)()())))(((())((),0,"LM|len=17|trace=-1,0,-1,0,-1,-2,-3,-4,-3,-2,-1,0,-1,-2,-1,0,-1|sum=-1|min=-4|max=0"
((((((((()()))((((((())()(()((,1,"LM|len=30|trace=1,2,3,4,5,6,7,8,9,8,9,8,7,6,7,8,9,10,11,12,13,12,11,12,11,12,13,12,13,14|sum=14|min=0|max=14"
()()(((()))()(,0,"LM|len=14|trace=1,0,1,0,1,2,3,4,3,2,1,2,1,2|sum=2|min=0|max=4"
(()()()))()))(()(()))(()))()((,0,"LM|len=30|trace=1,2,1,2,1,2,1,0,-1,0,-1,-2,-3,-2,-1,-2,-1,0,-1,-2,-3,-2,-1,-2,-3,-4,-3,-4,-3,-2|sum=-2|min=-4|max=2"
)()())(()),0,"LM|len=10|trace=-1,0,-1,0,-1,-2,-1,0,-1,-2|sum=-2|min=-2|max=0"
()()()(((((()()))))((),1,"LM|len=22|trace=1,0,1,0,1,0,1,2,3,4,5,6,5,6,5,4,3,2,1,2,3,2|sum=2|min=0|max=6"
(((((((()())((((())()(,1,"LM|len=22|trace=1,2,3,4,5,6,7,8,7,8,7,6,7,8,9,10,11,10,9,10,9,10|sum=10|min=0|max=11"
()))((((())))(()()())(())))))),0,"LM|len=30|trace=1,0,-1,-2,-1,0,1,2,3,2,1,0,-1,0,1,0,1,0,1,0,-1,0,1,0,-1,-2,-3,-4,-5,-6|sum=-6|min=-6|max=3"
(()((()((()())(()())((((((,1,"LM|len=26|trace=1,2,1,2,3,4,3,4,5,6,5,6,5,4,5,6,5,6,5,4,5,6,7,8,9,10|sum=10|min=0|max=10"
()))))()(((((((()())()()())))(),0,"LM|len=31|trace=1,0,-1,-2,-3,-4,-3,-4,-3,-2,-1,0,1,2,3,4,3,4,3,2,3,2,3,2,3,2,1,0,-1,0,-1|sum=-1|min=-4|max=4"
)))()(((()())())((((((())))())(,0,"LM|len=31|trace=-1,-2,-3,-2,-3,-2,-1,0,1,0,1,0,-1,0,-1,-2,-1,0,1,2,3,4,5,4,3,2,1,2,1,0,1|sum=1|min=-3|max=5"
(())(())()((())()(()(),1,"LM|len=22|trace=1,2,1,0,1,2,1,0,1,0,1,2,3,2,1,2,1,2,3,2,3,2|sum=2|min=0|max=3"
)))()))((),0,"LM|len=10|trace=-1,-2,-3,-2,-3,-4,-5,-4,-3,-4|sum=-4|min=-5|max=0"
))())()(()()))(()))))),0,"LM|len=22|trace=-1,-2,-1,-2,-3,-2,-3,-2,-1,-2,-1,-2,-3,-4,-3,-2,-3,-4,-5,-6,-7,-8|sum=-8|min=-8|max=0"
((()))(()((((()((())()))((,1,"LM|len=26|trace=1,2,3,2,1,0,1,2,1,2,3,4,5,6,5,6,7,8,7,6,7,6,5,4,5,6|sum=6|min=0|max=8"
()()()()()()(())(()),1,"LM|len=20|trace=1,0,1,0,1,0,1,0,1,0,1,0,1,2,1,0,1,2,1,0|sum=0|min=0|max=2"
((()))(()())),0,"LM|len=13|trace=1,2,3,2,1,0,1,2,1,2,1,0,-1|sum=-1|min=-1|max=3"
(((()())(((()((((()))(()(),1,"LM|len=26|trace=1,2,3,4,3,4,3,2,3,4,5,6,5,6,7,8,9,10,9,8,7,8,9,8,9,8|sum=8|min=0|max=10"
((((()((()))()(((())(),1,"LM|len=22|trace=1,2,3,4,5,4,5,6,7,6,5,4,5,4,5,6,7,8,7,6,7,6|sum=6|min=0|max=8"
()((()))()(())),0,"LM|len=15|trace=1,0,1,2,3,2,1,0,1,0,1,2,1,0,-1|sum=-1|min=-1|max=3"
())()))))())()))))))()))))((,0,"LM|len=28|trace=1,0,-1,0,-1,-2,-3,-4,-5,-4,-5,-6,-5,-6,-7,-8,-9,-10,-11,-12,-11,-12,-13,-14,-15,-16,-15,-14|sum=-14|min=-16|max=1"
(()))())())(((()((())((((),0,"LM|len=26|trace=1,2,1,0,-1,0,-1,-2,-1,-2,-3,-2,-1,0,1,0,1,2,3,2,1,2,3,4,5,4|sum=4|min=-3|max=5"
(()))(()()(,0,"LM|len=11|trace=1,2,1,0,-1,0,1,0,1,0,1|sum=1|min=-1|max=2"
()()(())()(((()()((),1,"LM|len=20|trace=1,0,1,0,1,2,1,0,1,0,1,2,3,4,3,4,3,4,5,4|sum=4|min=0|max=5"
()((())(())(,1,"LM|len=12|trace=1,0,1,2,3,2,1,2,3,2,1,2|sum=2|min=0|max=3"
(((((()()(((()))()((,1,"LM|len=20|trace=1,2,3,4,5,6,5,6,5,6,7,8,9,8,7,6,7,6,7,8|sum=8|min=0|max=9"
()(())(()((()((()())()(),0,"LM|len=24|trace=1,0,1,2,1,0,1,2,1,2,3,4,3,4,5,6,5,6,5,4,5,4,5,4|sum=4|min=0|max=6"
(()()))(()))(((())()(,0,"LM|len=21|trace=1,2,1,2,1,0,-1,0,1,0,-1,-2,-1,0,1,2,1,0,1,0,1|sum=1|min=-2|max=2"
()()((((())()(())()()()(())))),1,"LM|len=30|trace=1,0,1,0,1,2,3,4,5,4,3,4,3,4,5,4,3,4,3,4,3,4,3,4,5,4,3,2,1,0|sum=0|min=0|max=5"
(())()()(((),1,"LM|len=12|trace=1,2,1,0,1,0,1,0,1,2,3,2|sum=2|min=0|max=3"
(())()()()(),1,"LM|len=12|trace=1,2,1,0,1,0,1,0,1,0,1,0|sum=0|min=0|max=2"
()(()((()()((())())(,0,"LM|len=20|trace=1,0,1,2,1,2,3,4,3,4,3,4,5,6,5,4,5,4,3,4|sum=4|min=0|max=6"
)((())(()((),0,"LM|len=12|trace=-1,0,1,2,1,0,1,2,1,2,3,2|sum=2|min=-1|max=3"
()()(((((()))((),1,"LM|len=16|trace=1,0,1,0,1,2,3,4,5,6,5,4,3,4,5,4|sum=4|min=0|max=6"
))((())()())()))()()((,0,"LM|len=22|trace=-1,-2,-1,0,1,0,-1,0,-1,0,-1,-2,-1,-2,-3,-4,-3,-4,-3,-4,-3,-2|sum=-2|min=-4|max=1"
)())))))()()())()((()),0,"LM|len=22|trace=-1,0,-1,-2,-3,-4,-5,-6,-5,-6,-5,-6,-5,-6,-7,-6,-7,-6,-5,-4,-5,-6|sum=-6|min=-7|max=0"
()(())(()(()())()(,0,"LM|len=18|trace=1,0,1,2,1,0,1,2,1,2,3,2,3,2,1,2,1,2|sum=2|min=0|max=3"
((()))(()())(()())(),1,"LM|len=20|trace=1,2,3,2,1,0,1,2,1,2,1,0,1,2,1,2,1,0,1,0|sum=0|min=0|max=3"
()()(())()(((((()((((),1,"LM|len=22|trace=1,0,1,0,1,2,1,0,1,0,1,2,3,4,5,6,5,6,7,8,9,8|sum=8|min=0|max=9"
(()()()()(()(((((((())())((),0,"LM|len=28|trace=1,2,1,2,1,2,1,2,1,2,3,2,3,4,5,6,7,8,9,10,9,8,9,8,7,8,9,8|sum=8|min=0|max=10"
)((()(((())()))(((()((,0,"LM|len=22|trace=-1,0,1,2,1,2,3,4,5,4,3,4,3,2,1,2,3,4,5,4,5,6|sum=6|min=-1|max=6"
))(((()))()((,0,"LM|len=13|trace=-1,-2,-1,0,1,2,1,0,-1,0,-1,0,1|sum=1|min=-2|max=2"
()()()(((()())(((),1,"LM|len=18|trace=1,0,1,0,1,0,1,2,3,4,3,4,3,2,3,4,5,4|sum=4|min=0|max=5"
(()()((((()((((()()(()())((),0,"LM|len=28|trace=1,2,1,2,1,2,3,4,5,6,5,6,7,8,9,10,9,10,9,10,11,10,11,10,9,10,11,10|sum=10|min=0|max=11"
(())()(((()()())((,1,"LM|len=18|trace=1,2,1,0,1,0,1,2,3,4,3,4,3,4,3,2,3,4|sum=4|min=0|max=4"
))))))))))))(()(((()(),0,"LM|len=22|trace=-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,-12,-11,-10,-11,-10,-9,-8,-7,-8,-7,-8|sum=-8|min=-12|max=0"
(())(((())))))((((())))((()((),0,"LM|len=30|trace=1,2,1,0,1,2,3,4,3,2,1,0,-1,-2,-1,0,1,2,3,2,1,0,-1,0,1,2,1,2,3,2|sum=2|min=-2|max=4"
()(()())(()))(()())))))((()(,0,"LM|len=28|trace=1,0,1,2,1,2,1,0,1,2,1,0,-1,0,1,0,1,0,-1,-2,-3,-4,-5,-4,-3,-2,-3,-2|sum=-2|min=-5|max=2"
(())()((((((())))()())))()),0,"LM|len=27|trace=1,2,1,0,1,0,1,2,3,4,5,6,7,6,5,4,3,4,3,4,3,2,1,0,1,0,-1|sum=-1|min=-1|max=7"
(((((((())))))(()())())(((,1,"LM|len=26|trace=1,2,3,4,5,6,7,8,7,6,5,4,3,2,3,4,3,4,3,2,3,2,1,2,3,4|sum=4|min=0|max=8"
)))()()))))(,0,"LM|len=12|trace=-1,-2,-3,-2,-3,-2,-3,-4,-5,-6,-7,-6|sum=-6|min=-7|max=0"
((()))((((,1,"LM|len=10|trace=1,2,3,2,1,0,1,2,3,4|sum=4|min=0|max=4"
(())((()))()((((())),1,"LM|len=20|trace=1,2,1,0,1,2,3,2,1,0,1,0,1,2,3,4,5,4,3,2|sum=2|min=0|max=5"
((())()()()((),1,"LM|len=14|trace=1,2,3,2,1,2,1,2,1,2,1,2,3,2|sum=2|min=0|max=3"
(((())))(((())(())))((,1,"LM|len=22|trace=1,2,3,4,3,2,1,0,1,2,3,4,3,2,3,4,3,2,1,0,1,2|sum=2|min=0|max=4"
()))())))))(((((,0,"LM|len=16|trace=1,0,-1,-2,-1,-2,-3,-4,-5,-6,-7,-6,-5,-4,-3,-2|sum=-2|min=-7|max=1"
()(()())()()()(())()()()()(),1,"LM|len=28|trace=1,0,1,2,1,2,1,0,1,0,1,0,1,0,1,2,1,0,1,0,1,0,1,0,1,0,1,0|sum=0|min=0|max=2"
(()()(())))))()()()()),0,"LM|len=22|trace=1,2,1,2,1,2,3,2,1,0,-1,-2,-3,-2,-3,-2,-3,-2,-3,-2,-3,-4|sum=-4|min=-4|max=3"
(())()(()(((())())(()()))(())(,1,"LM|len=30|trace=1,2,1,0,1,0,1,2,1,2,3,4,5,4,3,4,3,2,3,4,3,4,3,2,1,2,3,2,1,2|sum=2|min=0|max=5"
(()(()())(()(((())())())(()(,1,"LM|len=28|trace=1,2,1,2,3,2,3,2,1,2,3,2,3,4,5,6,5,4,5,4,3,4,3,2,3,4,3,4|sum=4|min=0|max=6"
(())((((((()((()(())()())(,1,"LM|len=26|trace=1,2,1,0,1,2,3,4,5,6,7,6,7,8,9,8,9,10,9,8,9,8,9,8,7,8|sum=8|min=0|max=10"
)((())))(()),0,"LM|len=12|trace=-1,0,1,2,1,0,-1,-2,-1,0,-1,-2|sum=-2|min=-2|max=2"
